	user_emb_id	gender	age	occupation	zipcode	age_desc	occ_desc
4858	4858	F	18	14	50401	18-24	sales/marketing
4859	4859	M	25	2	60640	25-34	artist
4860	4860	M	25	4	04309	25-34	college/grad student
4861	4861	M	25	0	94086	25-34	other or not specified
4862	4862	F	25	9	84037	25-34	homemaker
4863	4863	M	18	20	63132	18-24	writer
4864	4864	F	35	14	02130	35-44	sales/marketing
4865	4865	M	56	12	04085	56+	programmer
4866	4866	M	25	16	04101	25-34	self-employed
4867	4867	M	35	17	03820	35-44	technician/engineer
4868	4868	F	45	6	04578	45-49	doctor/health care
4869	4869	F	35	3	04108	35-44	clerical/admin
4870	4870	M	18	12	04096	18-24	programmer
4871	4871	M	45	1	03909	45-49	academic/educator
4872	4872	M	56	11	13760	56+	lawyer
4873	4873	F	25	4	70808	25-34	college/grad student
4874	4874	M	35	0	97403	35-44	other or not specified
4875	4875	F	35	17	98201	35-44	technician/engineer
4876	4876	M	25	4	94703	25-34	college/grad student
4877	4877	M	50	4	94070	50-55	college/grad student
4878	4878	M	25	3	60626	25-34	clerical/admin
4879	4879	F	45	9	95030	45-49	homemaker
4880	4880	M	45	16	55406	45-49	self-employed
4881	4881	M	45	11	03301	45-49	lawyer
4882	4882	F	1	10	02906	Under 18	K-12 student
4883	4883	M	35	14	90266	35-44	sales/marketing
4884	4884	M	56	1	23513	56+	academic/educator
4885	4885	F	35	17	92509	35-44	technician/engineer
4886	4886	M	18	2	19072	18-24	artist
4887	4887	F	56	0	08055	56+	other or not specified
4888	4888	M	18	4	63108	18-24	college/grad student
4889	4889	F	25	1	79928	25-34	academic/educator
4890	4890	M	35	17	94132	35-44	technician/engineer
4891	4891	M	25	12	55405	25-34	programmer
4892	4892	M	25	17	48092	25-34	technician/engineer
4893	4893	M	35	7	14607	35-44	executive/managerial
4894	4894	F	25	3	52001	25-34	clerical/admin
4895	4895	M	35	6	84103	35-44	doctor/health care
4896	4896	M	35	16	16844	35-44	self-employed
4897	4897	M	25	1	27713	25-34	academic/educator
4898	4898	M	25	12	94402	25-34	programmer
4899	4899	M	25	20	33626	25-34	writer
4900	4900	M	25	7	11228	25-34	executive/managerial
4901	4901	M	35	14	84057	35-44	sales/marketing
4902	4902	M	35	12	95952	35-44	programmer
4903	4903	M	50	15	63121	50-55	scientist
4904	4904	F	45	1	60417	45-49	academic/educator
4905	4905	M	50	17	49506	50-55	technician/engineer
4906	4906	F	50	7	55082	50-55	executive/managerial
4907	4907	M	35	15	85282	35-44	scientist
4908	4908	F	35	12	94014	35-44	programmer
4909	4909	M	18	12	84041	18-24	programmer
4910	4910	F	25	0	55421	25-34	other or not specified
4911	4911	F	50	20	98115	50-55	writer
4912	4912	F	25	1	970025	25-34	academic/educator
4913	4913	F	25	1	02453	25-34	academic/educator
4914	4914	M	25	12	91423	25-34	programmer
4915	4915	M	18	20	85054	18-24	writer
4916	4916	M	45	0	27312	45-49	other or not specified
4917	4917	F	18	12	84107	18-24	programmer
4918	4918	M	18	0	84058	18-24	other or not specified
4919	4919	M	35	1	02144	35-44	academic/educator
4920	4920	F	25	15	92507	25-34	scientist
4921	4921	M	18	17	98121	18-24	technician/engineer
4922	4922	M	45	18	99826	45-49	tradesman/craftsman
4923	4923	F	35	0	99801	35-44	other or not specified
4924	4924	F	35	6	55401	35-44	doctor/health care
4925	4925	M	1	10	55616	Under 18	K-12 student
4926	4926	M	45	0	97520	45-49	other or not specified
4927	4927	F	25	3	92103	25-34	clerical/admin
4928	4928	M	45	1	63105	45-49	academic/educator
4929	4929	M	50	17	63033	50-55	technician/engineer
4930	4930	M	50	17	90031	50-55	technician/engineer
4931	4931	M	25	7	63303	25-34	executive/managerial
4932	4932	M	25	15	94040	25-34	scientist
4933	4933	F	25	0	55108	25-34	other or not specified
4934	4934	M	35	17	62958	35-44	technician/engineer
4935	4935	F	18	4	63144	18-24	college/grad student
4936	4936	M	35	0	02108	35-44	other or not specified
4937	4937	F	18	4	55406	18-24	college/grad student
4938	4938	M	25	7	63105	25-34	executive/managerial
4939	4939	F	50	11	94102	50-55	lawyer
4940	4940	M	56	20	44281	56+	writer
4941	4941	M	45	12	40515	45-49	programmer
4942	4942	F	50	0	55401	50-55	other or not specified
4943	4943	M	50	17	14568	50-55	technician/engineer
4944	4944	M	50	0	62234	50-55	other or not specified
4945	4945	F	35	1	91106	35-44	academic/educator
4946	4946	M	35	17	90035	35-44	technician/engineer
4947	4947	M	45	2	94618	45-49	artist
4948	4948	M	18	4	55104	18-24	college/grad student
4949	4949	M	25	16	55421	25-34	self-employed
4950	4950	F	35	17	90291	35-44	technician/engineer
4951	4951	F	25	14	48067	25-34	sales/marketing
4952	4952	M	35	12	55082	35-44	programmer
4953	4953	M	45	0	92679	45-49	other or not specified
4954	4954	M	56	13	55804	56+	retired
4955	4955	M	35	15	77007	35-44	scientist
4956	4956	M	25	2	48197	25-34	artist
4957	4957	M	18	7	55403	18-24	executive/managerial
4958	4958	M	25	17	23454	25-34	technician/engineer
4959	4959	M	56	1	55116	56+	academic/educator
4960	4960	M	25	7	46220	25-34	executive/managerial
4961	4961	M	25	6	55439	25-34	doctor/health care
4962	4962	M	45	17	94931	45-49	technician/engineer
4963	4963	M	35	0	94110	35-44	other or not specified
4964	4964	M	1	10	63123-1507	Under 18	K-12 student
4965	4965	M	50	14	55407	50-55	sales/marketing
4966	4966	M	18	4	94708	18-24	college/grad student
4967	4967	F	50	20	95404	50-55	writer
4968	4968	M	18	19	94111	18-24	unemployed
4969	4969	F	25	12	94526	25-34	programmer
4970	4970	M	35	7	94086	35-44	executive/managerial
4971	4971	M	35	0	95118	35-44	other or not specified
4972	4972	F	56	2	949702	56+	artist
4973	4973	M	35	20	94131	35-44	writer
4974	4974	M	35	0	90065	35-44	other or not specified
4975	4975	M	25	11	65775	25-34	lawyer
4976	4976	M	25	4	92507	25-34	college/grad student
4977	4977	M	35	14	68108	35-44	sales/marketing
4978	4978	M	35	2	55423	35-44	artist
4979	4979	M	25	1	55403	25-34	academic/educator
4980	4980	M	50	1	55406	50-55	academic/educator
4981	4981	M	25	12	63043	25-34	programmer
4982	4982	F	45	16	55116	45-49	self-employed
4983	4983	M	35	0	55405	35-44	other or not specified
4984	4984	M	35	0	29063	35-44	other or not specified
4985	4985	M	18	12	55401	18-24	programmer
4986	4986	F	56	8	90210	56+	farmer
4987	4987	M	25	17	55105	25-34	technician/engineer
4988	4988	M	25	0	55121	25-34	other or not specified
4989	4989	F	25	4	55407	25-34	college/grad student
4990	4990	F	56	14	91791	56+	sales/marketing
4991	4991	F	25	2	55106	25-34	artist
4992	4992	M	45	17	54022	45-49	technician/engineer
4993	4993	M	45	17	56001	45-49	technician/engineer
4994	4994	M	50	20	55419	50-55	writer
4995	4995	M	35	7	94550	35-44	executive/managerial
4996	4996	M	1	10	90210	Under 18	K-12 student
4997	4997	F	18	4	48433	18-24	college/grad student
4998	4998	F	56	13	92407	56+	retired
4999	4999	M	25	4	46254	25-34	college/grad student
5000	5000	F	25	2	63119	25-34	artist
5001	5001	M	25	17	90505	25-34	technician/engineer
5002	5002	M	35	12	49508	35-44	programmer
5003	5003	F	56	1	90402	56+	academic/educator
5004	5004	M	45	16	92807	45-49	self-employed
5005	5005	M	35	3	48827	35-44	clerical/admin
5006	5006	F	18	4	91030	18-24	college/grad student
5007	5007	M	25	20	60615	25-34	writer
5008	5008	F	45	16	65441	45-49	self-employed
5009	5009	M	45	15	63119	45-49	scientist
5010	5010	M	18	4	64154	18-24	college/grad student
5011	5011	M	50	15	48103	50-55	scientist
5012	5012	M	18	4	26241	18-24	college/grad student
5013	5013	M	45	0	92626	45-49	other or not specified
5014	5014	M	35	6	92672	35-44	doctor/health care
5015	5015	F	35	1	89447	35-44	academic/educator
5016	5016	M	35	12	91104	35-44	programmer
5017	5017	F	56	12	90290	56+	programmer
5018	5018	M	25	7	10025	25-34	executive/managerial
5019	5019	F	56	13	90241	56+	retired
5020	5020	M	50	6	90504	50-55	doctor/health care
5021	5021	M	35	7	91001	35-44	executive/managerial
5022	5022	M	35	20	91505	35-44	writer
5023	5023	F	45	1	14618	45-49	academic/educator
5024	5024	M	25	20	60615	25-34	writer
5025	5025	M	25	17	92584	25-34	technician/engineer
5026	5026	F	25	14	05345	25-34	sales/marketing
5027	5027	M	25	12	92404	25-34	programmer
5028	5028	M	25	4	70115	25-34	college/grad student
5029	5029	M	18	1	70006	18-24	academic/educator
5030	5030	F	25	4	89431	25-34	college/grad student
5031	5031	M	18	17	02139	18-24	technician/engineer
5032	5032	F	56	13	60506	56+	retired
5033	5033	F	25	15	62901	25-34	scientist
5034	5034	F	25	17	19810	25-34	technician/engineer
5035	5035	M	35	7	14850	35-44	executive/managerial
5036	5036	M	35	12	11375	35-44	programmer
5037	5037	M	25	20	10010	25-34	writer
5038	5038	F	35	4	97068	35-44	college/grad student
5039	5039	M	45	12	44312	45-49	programmer
5040	5040	F	45	6	60031	45-49	doctor/health care
5041	5041	F	18	2	55408	18-24	artist
5042	5042	F	18	6	92145	18-24	doctor/health care
5043	5043	F	35	6	23507	35-44	doctor/health care
5044	5044	M	35	0	43081	35-44	other or not specified
5045	5045	M	25	16	60614	25-34	self-employed
5046	5046	M	45	6	23452	45-49	doctor/health care
5047	5047	F	35	7	30350	35-44	executive/managerial
5048	5048	M	25	12	60613	25-34	programmer
5049	5049	F	18	4	11024	18-24	college/grad student
5050	5050	F	50	7	11771	50-55	executive/managerial
5051	5051	M	35	16	02536	35-44	self-employed
5052	5052	M	25	4	84111	25-34	college/grad student
5053	5053	M	35	2	20818	35-44	artist
5054	5054	F	35	16	97330	35-44	self-employed
5055	5055	M	45	1	16673	45-49	academic/educator
5056	5056	M	50	7	84093	50-55	executive/managerial
5057	5057	M	56	17	84121	56+	technician/engineer
5058	5058	M	45	16	22652	45-49	self-employed
5059	5059	M	45	17	84109-2001	45-49	technician/engineer
5060	5060	F	18	19	05070	18-24	unemployed
5061	5061	M	50	16	65401	50-55	self-employed
5062	5062	F	1	10	22801	Under 18	K-12 student
5063	5063	M	18	4	43215	18-24	college/grad student
5064	5064	M	25	14	28715	25-34	sales/marketing
5065	5065	F	25	1	23603	25-34	academic/educator
5066	5066	M	56	13	97520	56+	retired
5067	5067	M	35	7	19004	35-44	executive/managerial
5068	5068	F	56	0	95062	56+	other or not specified
5069	5069	M	25	2	55344	25-34	artist
5070	5070	F	25	7	75093	25-34	executive/managerial
5071	5071	M	45	17	97330	45-49	technician/engineer
5072	5072	M	56	2	93950	56+	artist
5073	5073	M	1	0	20132	Under 18	other or not specified
5074	5074	M	50	6	97470	50-55	doctor/health care
5075	5075	M	25	3	19147	25-34	clerical/admin
5076	5076	M	25	2	20037	25-34	artist
5077	5077	M	45	7	19067	45-49	executive/managerial
5078	5078	M	25	4	70003	25-34	college/grad student
5079	5079	F	50	12	95472	50-55	programmer
5080	5080	F	18	4	19102	18-24	college/grad student
5081	5081	M	35	1	23185	35-44	academic/educator
5082	5082	M	25	4	16803	25-34	college/grad student
5083	5083	M	18	4	10013	18-24	college/grad student
5084	5084	M	56	17	75225	56+	technician/engineer
5085	5085	M	25	1	23462	25-34	academic/educator
5086	5086	F	25	6	19102	25-34	doctor/health care
5087	5087	M	25	17	38111	25-34	technician/engineer
5088	5088	F	35	16	77027	35-44	self-employed
5089	5089	F	35	19	75069	35-44	unemployed
5090	5090	M	25	17	19810	25-34	technician/engineer
5091	5091	M	56	14	18954	56+	sales/marketing
5092	5092	M	50	7	19047	50-55	executive/managerial
5093	5093	M	18	10	67206	18-24	K-12 student
5094	5094	F	35	1	23508	35-44	academic/educator
5095	5095	M	25	11	75206	25-34	lawyer
5096	5096	M	56	16	19131	56+	self-employed
5097	5097	M	50	7	19380	50-55	executive/managerial
5098	5098	M	18	0	02780	18-24	other or not specified
5099	5099	M	50	6	193122042	50-55	doctor/health care
5100	5100	M	25	0	90069	25-34	other or not specified
5101	5101	M	25	12	90240	25-34	programmer
5102	5102	F	35	16	78222	35-44	self-employed
5103	5103	M	35	20	19108	35-44	writer
5104	5104	M	50	7	18977	50-55	executive/managerial
5105	5105	F	35	1	19348	35-44	academic/educator
5106	5106	F	45	0	08081	45-49	other or not specified
5107	5107	F	25	9	93940	25-34	homemaker
5108	5108	F	45	6	19802	45-49	doctor/health care
5109	5109	M	35	15	78250	35-44	scientist
5110	5110	M	35	2	78006	35-44	artist
5111	5111	M	35	13	89128	35-44	retired
5112	5112	M	25	0	55408	25-34	other or not specified
5113	5113	F	1	10	22932	Under 18	K-12 student
5114	5114	M	56	12	02143	56+	programmer
5115	5115	M	35	6	95521	35-44	doctor/health care
5116	5116	F	25	0	70118	25-34	other or not specified
5117	5117	M	1	10	95123	Under 18	K-12 student
5118	5118	F	25	0	10011	25-34	other or not specified
5119	5119	M	50	7	80302	50-55	executive/managerial
5120	5120	M	25	7	91608	25-34	executive/managerial
5121	5121	M	25	0	20009	25-34	other or not specified
5122	5122	M	50	12	34761	50-55	programmer
5123	5123	M	35	2	20818	35-44	artist
5124	5124	M	45	0	10016	45-49	other or not specified
5125	5125	M	25	11	02453	25-34	lawyer
5126	5126	M	45	5	98502	45-49	customer service
5127	5127	M	50	7	94709	50-55	executive/managerial
5128	5128	M	45	17	40515	45-49	technician/engineer
5129	5129	F	50	1	33149	50-55	academic/educator
5130	5130	F	25	1	77707	25-34	academic/educator
5131	5131	M	35	7	77565	35-44	executive/managerial
5132	5132	M	18	11	10028	18-24	lawyer
5133	5133	M	25	17	95014	25-34	technician/engineer
5134	5134	M	35	7	64055	35-44	executive/managerial
5135	5135	M	25	12	91106	25-34	programmer
5136	5136	M	18	18	65265	18-24	tradesman/craftsman
5137	5137	M	25	17	35205	25-34	technician/engineer
5138	5138	M	50	16	12866	50-55	self-employed
5139	5139	M	25	6	35205	25-34	doctor/health care
5140	5140	M	18	17	55423	18-24	technician/engineer
5141	5141	M	25	1	92101	25-34	academic/educator
5142	5142	M	18	4	44502	18-24	college/grad student
5143	5143	F	50	0	66762	50-55	other or not specified
5144	5144	M	35	7	77565-2332	35-44	executive/managerial
5145	5145	M	56	1	04240	56+	academic/educator
5146	5146	M	18	0	48314	18-24	other or not specified
5147	5147	M	25	20	98101	25-34	writer
5148	5148	M	35	1	10012	35-44	academic/educator
5149	5149	M	25	3	98034	25-34	clerical/admin
5150	5150	M	18	19	30662	18-24	unemployed
5151	5151	F	25	4	44406	25-34	college/grad student
5152	5152	M	25	7	60046	25-34	executive/managerial
5153	5153	M	25	16	20007	25-34	self-employed
5154	5154	M	25	16	33301	25-34	self-employed
5155	5155	M	18	14	10024	18-24	sales/marketing
5156	5156	M	35	1	74012	35-44	academic/educator
5157	5157	F	18	4	44509	18-24	college/grad student
5158	5158	M	35	7	37027	35-44	executive/managerial
5159	5159	F	18	4	90066	18-24	college/grad student
5160	5160	M	25	4	30052	25-34	college/grad student
5161	5161	M	25	17	94043	25-34	technician/engineer
5162	5162	M	45	6	53216	45-49	doctor/health care
5163	5163	F	35	17	91107	35-44	technician/engineer
5164	5164	M	35	6	91103	35-44	doctor/health care
5165	5165	M	50	6	42420	50-55	doctor/health care
5166	5166	M	18	15	06114	18-24	scientist
5167	5167	M	35	7	01720	35-44	executive/managerial
5168	5168	F	50	4	53562	50-55	college/grad student
5169	5169	M	18	4	63141	18-24	college/grad student
5170	5170	M	56	17	92009	56+	technician/engineer
5171	5171	F	35	11	05602	35-44	lawyer
5172	5172	M	1	10	60423	Under 18	K-12 student
5173	5173	M	45	1	45208	45-49	academic/educator
5174	5174	F	35	9	33445	35-44	homemaker
5175	5175	M	1	10	60423	Under 18	K-12 student
5176	5176	M	45	14	30005	45-49	sales/marketing
5177	5177	M	50	0	45420	50-55	other or not specified
5178	5178	M	25	12	94110	25-34	programmer
5179	5179	M	35	11	85044	35-44	lawyer
5180	5180	M	25	7	19003	25-34	executive/managerial
5181	5181	F	35	7	55441	35-44	executive/managerial
5182	5182	F	18	20	45202	18-24	writer
5183	5183	M	18	20	67212	18-24	writer
5184	5184	F	35	4	44485	35-44	college/grad student
5185	5185	M	35	12	96555	35-44	programmer
5186	5186	M	18	16	06510	18-24	self-employed
5187	5187	F	35	9	44406	35-44	homemaker
5188	5188	F	45	7	80304	45-49	executive/managerial
5189	5189	F	35	0	85024	35-44	other or not specified
5190	5190	F	25	4	55455	25-34	college/grad student
5191	5191	M	25	7	80303	25-34	executive/managerial
5192	5192	M	35	12	14619	35-44	programmer
5193	5193	M	25	7	55409	25-34	executive/managerial
5194	5194	M	35	7	80304	35-44	executive/managerial
5195	5195	M	56	7	20814	56+	executive/managerial
5196	5196	F	56	3	75001	56+	clerical/admin
5197	5197	F	18	4	55118	18-24	college/grad student
5198	5198	F	25	1	35243	25-34	academic/educator
5199	5199	F	35	15	43065	35-44	scientist
5200	5200	M	50	7	95376	50-55	executive/managerial
5201	5201	M	18	4	02871	18-24	college/grad student
5202	5202	F	45	6	01545	45-49	doctor/health care
5203	5203	M	50	13	56342	50-55	retired
5204	5204	M	25	1	02908	25-34	academic/educator
5205	5205	M	35	7	91302	35-44	executive/managerial
5206	5206	M	25	0	98102	25-34	other or not specified
5207	5207	M	25	4	55455	25-34	college/grad student
5208	5208	M	50	1	46077	50-55	academic/educator
5209	5209	F	35	17	60618	35-44	technician/engineer
5210	5210	M	25	1	40214	25-34	academic/educator
5211	5211	M	18	2	90025	18-24	artist
5212	5212	M	18	0	31211	18-24	other or not specified
5213	5213	F	35	9	07452	35-44	homemaker
5214	5214	F	56	6	91941	56+	doctor/health care
5215	5215	M	18	2	81291	18-24	artist
5216	5216	M	25	17	01060	25-34	technician/engineer
5217	5217	M	18	0	89129	18-24	other or not specified
5218	5218	M	18	4	94706	18-24	college/grad student
5219	5219	M	25	7	91436	25-34	executive/managerial
5220	5220	F	56	1	96734	56+	academic/educator
5221	5221	M	25	12	94501	25-34	programmer
5222	5222	M	56	10	11361	56+	K-12 student
5223	5223	M	35	1	10016	35-44	academic/educator
5224	5224	M	18	4	55120	18-24	college/grad student
5225	5225	M	35	0	98122	35-44	other or not specified
5226	5226	M	18	10	64050	18-24	K-12 student
5227	5227	M	1	0	75070	Under 18	other or not specified
5228	5228	M	25	0	60173	25-34	other or not specified
5229	5229	M	25	12	91104	25-34	programmer
5230	5230	M	35	7	92506	35-44	executive/managerial
5231	5231	M	25	4	14607	25-34	college/grad student
5232	5232	M	25	5	97213	25-34	customer service
5233	5233	F	25	0	60657	25-34	other or not specified
5234	5234	M	25	4	14607	25-34	college/grad student
5235	5235	M	25	14	46268	25-34	sales/marketing
5236	5236	M	25	7	55441	25-34	executive/managerial
5237	5237	F	50	16	07462	50-55	self-employed
5238	5238	M	35	7	07043	35-44	executive/managerial
5239	5239	F	25	0	94104	25-34	other or not specified
5240	5240	F	25	4	02138	25-34	college/grad student
5241	5241	M	25	1	14608	25-34	academic/educator
5242	5242	M	1	10	54220	Under 18	K-12 student
5243	5243	M	18	4	01095	18-24	college/grad student
5244	5244	F	45	1	27615	45-49	academic/educator
5245	5245	F	18	0	64030	18-24	other or not specified
5246	5246	F	1	10	01915	Under 18	K-12 student
5247	5247	F	45	14	22206	45-49	sales/marketing
5248	5248	F	45	14	75006	45-49	sales/marketing
5249	5249	M	50	6	01545	50-55	doctor/health care
5250	5250	F	25	17	97330	25-34	technician/engineer
5251	5251	M	25	20	60622	25-34	writer
5252	5252	F	56	13	02838	56+	retired
5253	5253	M	18	4	32606	18-24	college/grad student
5254	5254	M	1	10	55305	Under 18	K-12 student
5255	5255	M	25	16	30269	25-34	self-employed
5256	5256	F	25	2	10019	25-34	artist
5257	5257	M	35	4	58369	35-44	college/grad student
5258	5258	M	25	6	94404	25-34	doctor/health care
5259	5259	M	35	7	78705	35-44	executive/managerial
5260	5260	M	35	12	10025	35-44	programmer
5261	5261	F	25	14	46220	25-34	sales/marketing
5262	5262	M	35	7	40601	35-44	executive/managerial
5263	5263	M	18	4	15217	18-24	college/grad student
5264	5264	M	45	1	97405	45-49	academic/educator
5265	5265	M	35	1	42718	35-44	academic/educator
5266	5266	M	35	7	20191	35-44	executive/managerial
5267	5267	F	25	2	68502	25-34	artist
5268	5268	M	18	0	37211	18-24	other or not specified
5269	5269	M	25	12	87571	25-34	programmer
5270	5270	F	25	0	94110	25-34	other or not specified
5271	5271	M	25	7	90210	25-34	executive/managerial
5272	5272	M	56	20	91030	56+	writer
5273	5273	M	25	0	60611	25-34	other or not specified
5274	5274	M	25	17	60611	25-34	technician/engineer
5275	5275	F	25	4	91740	25-34	college/grad student
5276	5276	M	25	20	91740	25-34	writer
5277	5277	F	25	7	55122	25-34	executive/managerial
5278	5278	F	25	14	55418	25-34	sales/marketing
5279	5279	M	18	4	12604	18-24	college/grad student
5280	5280	M	25	2	90210	25-34	artist
5281	5281	F	18	4	63146	18-24	college/grad student
5282	5282	M	18	2	63138	18-24	artist
5283	5283	M	25	16	55426	25-34	self-employed
5284	5284	M	18	4	55410	18-24	college/grad student
5285	5285	M	45	16	97068	45-49	self-employed
5286	5286	M	25	8	85203	25-34	farmer
5287	5287	M	56	13	94114	56+	retired
5288	5288	M	45	2	94102	45-49	artist
5289	5289	F	18	4	60613	18-24	college/grad student
5290	5290	M	45	1	44406	45-49	academic/educator
5291	5291	M	25	0	97401	25-34	other or not specified
5292	5292	M	25	12	95030	25-34	programmer
5293	5293	M	25	2	60626	25-34	artist
5294	5294	M	35	7	55124	35-44	executive/managerial
5295	5295	F	1	0	27245	Under 18	other or not specified
5296	5296	M	25	12	19067	25-34	programmer
5297	5297	M	35	17	55126	35-44	technician/engineer
5298	5298	M	25	2	43202	25-34	artist
5299	5299	M	25	20	94111	25-34	writer
5300	5300	M	25	17	00693	25-34	technician/engineer
5301	5301	F	1	10	02332	Under 18	K-12 student
5302	5302	F	56	6	45504	56+	doctor/health care
5303	5303	F	35	9	55410	35-44	homemaker
5304	5304	F	18	4	95602	18-24	college/grad student
5305	5305	F	25	17	92121	25-34	technician/engineer
5306	5306	M	25	5	85281	25-34	customer service
5307	5307	M	56	7	27410	56+	executive/managerial
5308	5308	M	25	0	02478	25-34	other or not specified
5309	5309	F	56	1	60605	56+	academic/educator
5310	5310	M	50	0	62025-8000	50-55	other or not specified
5311	5311	M	25	1	10463	25-34	academic/educator
5312	5312	M	56	0	55406	56+	other or not specified
5313	5313	F	25	0	94107	25-34	other or not specified
5314	5314	M	25	12	22903	25-34	programmer
5315	5315	M	18	4	55104	18-24	college/grad student
5316	5316	F	25	0	02138	25-34	other or not specified
5317	5317	M	18	17	98122	18-24	technician/engineer
5318	5318	M	18	17	94941	18-24	technician/engineer
5319	5319	F	18	5	43201	18-24	customer service
5320	5320	M	25	4	02457	25-34	college/grad student
5321	5321	M	35	17	97330	35-44	technician/engineer
5322	5322	M	25	20	94122	25-34	writer
5323	5323	M	25	7	02150	25-34	executive/managerial
5324	5324	F	50	7	86001	50-55	executive/managerial
5325	5325	M	25	2	55408	25-34	artist
5326	5326	M	25	7	55408	25-34	executive/managerial
5327	5327	F	25	4	91740	25-34	college/grad student
5328	5328	F	25	5	91773	25-34	customer service
5329	5329	F	25	0	19143	25-34	other or not specified
5330	5330	M	35	14	06880	35-44	sales/marketing
5331	5331	M	18	4	30332	18-24	college/grad student
5332	5332	F	25	7	02332	25-34	executive/managerial
5333	5333	F	56	13	46140	56+	retired
5334	5334	M	25	14	75093	25-34	sales/marketing
5335	5335	M	56	7	75041	56+	executive/managerial
5336	5336	F	35	3	02725-1010	35-44	clerical/admin
5337	5337	M	25	17	27609	25-34	technician/engineer
5338	5338	M	18	17	60193	18-24	technician/engineer
5339	5339	F	50	3	95032	50-55	clerical/admin
5340	5340	F	25	3	85018	25-34	clerical/admin
5341	5341	F	35	7	22039	35-44	executive/managerial
5342	5342	F	25	9	60201	25-34	homemaker
5343	5343	F	50	1	98177	50-55	academic/educator
5344	5344	F	25	17	80003	25-34	technician/engineer
5345	5345	F	25	3	97330	25-34	clerical/admin
5346	5346	M	25	6	53705	25-34	doctor/health care
5347	5347	M	18	5	55414	18-24	customer service
5348	5348	F	50	2	97424	50-55	artist
5349	5349	M	18	5	55344	18-24	customer service
5350	5350	F	45	1	85259	45-49	academic/educator
5351	5351	F	35	5	55306	35-44	customer service
5352	5352	M	25	6	77030	25-34	doctor/health care
5353	5353	F	45	3	78759	45-49	clerical/admin
5354	5354	M	56	0	78232	56+	other or not specified
5355	5355	M	45	0	78703	45-49	other or not specified
5356	5356	F	18	20	60123	18-24	writer
5357	5357	M	35	7	10625	35-44	executive/managerial
5358	5358	M	18	16	27705	18-24	self-employed
5359	5359	M	18	12	43650	18-24	programmer
5360	5360	F	50	16	92026	50-55	self-employed
5361	5361	M	35	13	63130	35-44	retired
5362	5362	M	56	13	30673	56+	retired
5363	5363	F	25	3	55408	25-34	clerical/admin
5364	5364	M	18	12	90250	18-24	programmer
5365	5365	M	18	12	90045	18-24	programmer
5366	5366	M	18	4	55344	18-24	college/grad student
5367	5367	F	25	17	20120	25-34	technician/engineer
5368	5368	M	25	15	02139	25-34	scientist
5369	5369	M	25	12	98074	25-34	programmer
5370	5370	M	25	11	55408	25-34	lawyer
5371	5371	M	25	4	10549	25-34	college/grad student
5372	5372	M	18	12	55112	18-24	programmer
5373	5373	M	35	7	38018	35-44	executive/managerial
5374	5374	M	25	0	02131	25-34	other or not specified
5375	5375	M	25	17	94538	25-34	technician/engineer
5376	5376	F	18	3	10017	18-24	clerical/admin
5377	5377	M	35	18	10463	35-44	tradesman/craftsman
5378	5378	M	25	7	84095	25-34	executive/managerial
5379	5379	M	18	4	01125	18-24	college/grad student
5380	5380	M	25	14	10009	25-34	sales/marketing
5381	5381	M	18	4	07461	18-24	college/grad student
5382	5382	M	35	1	55430	35-44	academic/educator
5383	5383	F	25	3	94117	25-34	clerical/admin
5384	5384	M	25	12	85226	25-34	programmer
5385	5385	M	25	14	60045	25-34	sales/marketing
5386	5386	F	25	1	45056	25-34	academic/educator
5387	5387	F	18	4	10580	18-24	college/grad student
5388	5388	M	45	7	01905	45-49	executive/managerial
5389	5389	M	1	0	78130	Under 18	other or not specified
5390	5390	M	25	7	10016	25-34	executive/managerial
5391	5391	M	50	1	98112	50-55	academic/educator
5392	5392	M	35	7	10471	35-44	executive/managerial
5393	5393	M	18	0	60618	18-24	other or not specified
5394	5394	M	50	1	13224	50-55	academic/educator
5395	5395	M	25	6	89118	25-34	doctor/health care
5396	5396	M	18	0	60451	18-24	other or not specified
5397	5397	M	56	17	71301	56+	technician/engineer
5398	5398	M	25	1	12553	25-34	academic/educator
5399	5399	F	18	4	30010	18-24	college/grad student
5400	5400	F	18	1	20003	18-24	academic/educator
5401	5401	F	25	0	30102	25-34	other or not specified
5402	5402	M	1	10	59801	Under 18	K-12 student
5403	5403	M	25	0	30068	25-34	other or not specified
5404	5404	F	50	7	12866	50-55	executive/managerial
5405	5405	F	35	0	49504	35-44	other or not specified
5406	5406	F	35	17	30096	35-44	technician/engineer
5407	5407	M	25	20	11230-1710	25-34	writer
5408	5408	M	45	1	60091	45-49	academic/educator
5409	5409	F	45	2	21212	45-49	artist
5410	5410	F	1	19	14850	Under 18	unemployed
5411	5411	M	25	12	97330	25-34	programmer
5412	5412	M	35	1	59801	35-44	academic/educator
5413	5413	M	1	10	07652	Under 18	K-12 student
5414	5414	F	25	7	03862	25-34	executive/managerial
5415	5415	F	25	5	01801	25-34	customer service
5416	5416	M	18	17	19030	18-24	technician/engineer
5417	5417	F	25	0	53589	25-34	other or not specified
5418	5418	F	18	12	05055	18-24	programmer
5419	5419	F	1	19	14850	Under 18	unemployed
5420	5420	M	35	17	22030	35-44	technician/engineer
5421	5421	M	50	7	94114	50-55	executive/managerial
5422	5422	F	50	5	60714	50-55	customer service
